time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
29477,3E-05,2E-05,2E-05,-9E-05,-2E-05,-2E-05,0,1E-05,0
29478,3E-05,2E-05,2E-05,-9E-05,-2E-05,-2E-05,0,1E-05,0
29479,3E-05,2E-05,2E-05,-9E-05,-2E-05,-2E-05,0,1E-05,0
29480,3E-05,2E-05,2E-05,-9E-05,-2E-05,-2E-05,0,1E-05,0
29481,3E-05,2E-05,2E-05,-9E-05,-2E-05,-2E-05,0,1E-05,0
29482,3E-05,2E-05,2E-05,-9E-05,-2E-05,-2E-05,0,1E-05,0
29483,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29484,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29485,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29486,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29489,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29490,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29491,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29492,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29494,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29495,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29496,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29497,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29498,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29499,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29500,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29501,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29502,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29503,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29504,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29505,-2E-05,-2E-05,-5E-05,-5E-05,-2E-05,2E-05,0,-1E-05,0
29506,0,0,-2E-05,-3E-05,0,0,2E-05,-2E-05,0
29507,0,1E-05,2E-05,-1E-05,-1E-05,-2E-05,-2E-05,-2E-05,0
29508,0,1E-05,2E-05,-1E-05,-1E-05,-2E-05,-2E-05,-2E-05,0
29509,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29510,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29511,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29512,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29513,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29514,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29515,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29516,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29517,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29518,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29519,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29520,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29521,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29522,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29523,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29524,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29525,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29526,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29527,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29528,-1E-05,-2E-05,1E-05,7E-05,-1E-05,0,1E-05,0,0
29529,-2E-05,-4E-05,-9E-05,-5E-05,1E-05,-2E-05,-1E-05,-2E-05,0
29530,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29531,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29532,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29533,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29534,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29535,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29536,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29538,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29539,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29540,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29541,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29542,-1E-05,5E-05,6E-05,-2E-05,-4E-05,-3E-05,-1E-05,0,0
29543,-1E-05,0,-3E-05,2E-05,1E-05,-2E-05,-1E-05,0,0
29544,-1E-05,0,-3E-05,2E-05,1E-05,-2E-05,-1E-05,0,0
29545,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29546,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29547,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29548,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29549,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29550,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29551,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29552,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29553,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29554,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29555,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29556,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29557,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29558,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29559,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29560,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29561,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29562,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29563,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29564,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29565,-2E-05,-3E-05,-7E-05,-0.00015,-7E-05,-4E-05,-1E-05,-2E-05,0
29566,0,4E-05,4E-05,0,-4E-05,-1E-05,0,0,0
29567,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29568,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29569,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29570,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29571,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29572,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29573,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29574,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29575,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29576,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29577,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29578,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29579,0,-3E-05,-2E-05,-6E-05,-3E-05,0,-2E-05,-2E-05,0
29580,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29581,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29582,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29583,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29584,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29585,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29586,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29589,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29590,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29591,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29592,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29593,0,-3E-05,1E-05,2E-05,-1E-05,-1E-05,0,2E-05,0
29594,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29595,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29596,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29597,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29598,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29599,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29600,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29601,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29602,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29603,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29604,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29605,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29606,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29607,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29608,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29609,-3E-05,-6E-05,-8E-05,-5E-05,-3E-05,0,-1E-05,-2E-05,0
29610,-2E-05,-4E-05,-0.00012,-0.0001,-1E-05,-1E-05,-1E-05,-2E-05,0
29611,-2E-05,-4E-05,-0.00012,-0.0001,-1E-05,-1E-05,-1E-05,-2E-05,0
29612,-2E-05,-4E-05,-0.00012,-0.0001,-1E-05,-1E-05,-1E-05,-2E-05,0
29613,-2E-05,-4E-05,-0.00012,-0.0001,-1E-05,-1E-05,-1E-05,-2E-05,0
29614,-2E-05,-4E-05,-0.00012,-0.0001,-1E-05,-1E-05,-1E-05,-2E-05,0
29615,-2E-05,-4E-05,-0.00012,-0.0001,-1E-05,-1E-05,-1E-05,-2E-05,0
29616,-2E-05,-4E-05,-0.00012,-0.0001,-1E-05,-1E-05,-1E-05,-2E-05,0
29617,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29618,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29619,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29620,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29621,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29622,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29624,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29625,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29626,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29627,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29628,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29629,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29630,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29631,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29632,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29633,1E-05,-1E-05,0,0,3E-05,1E-05,-1E-05,1E-05,0
29634,-1E-05,-2E-05,1E-05,0,-1E-05,0,0,-1E-05,0
29635,1E-05,3E-05,5E-05,3E-05,0,-1E-05,-2E-05,-1E-05,0
29636,1E-05,3E-05,5E-05,3E-05,0,-1E-05,-2E-05,-1E-05,0
29638,1E-05,3E-05,5E-05,3E-05,0,-1E-05,-2E-05,-1E-05,0
29639,1E-05,3E-05,5E-05,3E-05,0,-1E-05,-2E-05,-1E-05,0
29640,1E-05,3E-05,5E-05,3E-05,0,-1E-05,-2E-05,-1E-05,0
29641,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29642,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29643,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29644,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29645,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29646,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29647,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29648,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29649,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29650,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29651,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29652,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29653,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29654,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29655,-1E-05,-2E-05,-3E-05,-4E-05,0,-1E-05,0,0,0
29656,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29657,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29658,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29659,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29660,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29661,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29662,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29663,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29664,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29665,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29666,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29667,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29668,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29669,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29670,0,-1E-05,-1E-05,6E-05,0,-1E-05,1E-05,-1E-05,0
29671,0,0,4E-05,0,-2E-05,-1E-05,-1E-05,0,0
29672,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29673,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29674,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29675,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29676,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29677,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29678,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29679,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29680,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29681,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29682,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29683,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29684,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29685,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29686,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29689,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29690,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29691,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29692,-3E-05,-4E-05,-5E-05,-5E-05,-2E-05,0,-1E-05,-2E-05,0
29693,-2E-05,-3E-05,-5E-05,-4E-05,-3E-05,-2E-05,-1E-05,-1E-05,0
29694,-1E-05,0,4E-05,5E-05,-1E-05,0,1E-05,-1E-05,0
29695,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29696,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29697,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29698,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29699,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29700,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29701,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29702,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29703,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29704,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29705,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29706,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29707,-1E-05,-3E-05,-9E-05,-7E-05,-5E-05,-3E-05,0,-1E-05,0
29708,-1E-05,-6E-05,-7E-05,-4E-05,0,-2E-05,-2E-05,-1E-05,0
29709,-1E-05,-4E-05,-5E-05,0,1E-05,-1E-05,-1E-05,-3E-05,0
29710,-1E-05,-4E-05,-5E-05,0,1E-05,-1E-05,-1E-05,-3E-05,0
29711,-1E-05,-4E-05,-5E-05,0,1E-05,-1E-05,-1E-05,-3E-05,0
29712,-1E-05,-4E-05,-5E-05,0,1E-05,-1E-05,-1E-05,-3E-05,0
29713,-1E-05,-4E-05,-5E-05,0,1E-05,-1E-05,-1E-05,-3E-05,0
29714,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29715,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29716,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29717,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29718,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29719,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29720,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29721,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29722,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29723,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29724,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29725,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29726,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29727,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29728,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29729,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29730,2E-05,6E-05,8E-05,4E-05,2E-05,1E-05,-3E-05,1E-05,0
29731,0,-2E-05,-3E-05,-4E-05,-1E-05,-1E-05,-3E-05,0,0
29732,0,-2E-05,-3E-05,-4E-05,-1E-05,-1E-05,-3E-05,0,0
29733,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29734,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29735,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29736,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29738,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29739,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29740,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29741,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29742,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29743,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29744,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29745,-2E-05,-3E-05,-3E-05,-3E-05,-1E-05,-1E-05,-2E-05,-2E-05,0
29746,-1E-05,4E-05,6E-05,4E-05,1E-05,1E-05,3E-05,-2E-05,0
29747,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29748,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29749,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29750,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29751,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29752,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29753,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29754,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29755,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29756,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29757,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29758,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29759,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29760,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29761,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29762,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29763,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29764,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29765,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29766,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29767,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29768,3E-05,7E-05,-3E-05,-5E-05,-3E-05,-2E-05,-1E-05,1E-05,0
29769,-4E-05,-8E-05,-0.00012,-4E-05,-4E-05,-1E-05,-4E-05,-3E-05,0
29770,-4E-05,-8E-05,-0.00012,-4E-05,-4E-05,-1E-05,-4E-05,-3E-05,0
29771,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29772,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29773,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29774,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29775,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29776,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29777,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29778,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29779,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29780,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29781,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29782,-1E-05,1E-05,-1E-05,3E-05,2E-05,0,0,0,0
29783,1E-05,2E-05,4E-05,1E-05,1E-05,0,0,0,0
29784,1E-05,1E-05,2E-05,1E-05,1E-05,0,-2E-05,0,0
29785,-2E-05,0,0,1E-05,0,1E-05,0,0,0
29786,-2E-05,0,0,1E-05,0,1E-05,0,0,0
29788,-2E-05,0,0,1E-05,0,1E-05,0,0,0
29789,-2E-05,0,0,1E-05,0,1E-05,0,0,0
29790,-2E-05,0,0,1E-05,0,1E-05,0,0,0
29791,-2E-05,0,0,1E-05,0,1E-05,0,0,0
